state,lccn,title,title_url_json,digitized_issue_count,first_digitized_issue,last_digitized_issue,place_of_publication_0,place_of_publication_1,place_of_publication_2,place_of_publication_3,place_of_publication_4,place_of_publication_5,place_of_publication_6,place_of_publication_7,place_of_publication_8,place_of_publication_9
Alabama,sn86072192,The age-herald. [volume],https://chroniclingamerica.loc.gov/lccn/sn86072192.json,1630,1897-08-01,1902-05-20,Alabama--Jefferson--Birmingham,,,,,,,,,
Alabama,sn84021903,Alabama state intelligencer. [volume],https://chroniclingamerica.loc.gov/lccn/sn84021903.json,50,1831-01-01,1831-12-24,Alabama--Tuscaloosa--Tuscaloosa,,,,,,,,,
Alabama,sn85038485,The Birmingham age-herald. [volume],https://chroniclingamerica.loc.gov/lccn/sn85038485.json,8237,1902-05-21,1924-12-31,Alabama--Jefferson--Birmingham,,,,,,,,,
Alabama,sn84020639,Birmingham age-herald. [volume],https://chroniclingamerica.loc.gov/lccn/sn84020639.json,423,1894-07-01,1895-10-03,Alabama--Jefferson--Birmingham,,,,,,,,,
Alabama,sn85044812,Birmingham state herald.,https://chroniclingamerica.loc.gov/lccn/sn85044812.json,570,1895-10-04,1897-07-31,Alabama--Jefferson--Birmingham,,,,,,,,,
Alabama,sn82015209,The Chattanooga Daily Rebel. [volume],https://chroniclingamerica.loc.gov/lccn/sn82015209.json,228,1862-08-09,1864-04-22,Alabama--Dallas--Selma,Georgia--Cobb--Marietta,Tennessee--Hamilton--Chattanooga,,,,,,,
Alabama,sn85025905,Chattanooga daily rebel. [volume],https://chroniclingamerica.loc.gov/lccn/sn85025905.json,3,1865-04-19,1865-04-27,Alabama--Dallas--Selma,,,,,,,,,
Alabama,sn82014371,The daily Chattanooga rebel. [volume],https://chroniclingamerica.loc.gov/lccn/sn82014371.json,41,1864-06-09,1865-04-15,Alabama--Dallas--Selma,Georgia--Spalding--Griffin,,,,,,,,
Alabama,sn84020151,Huntsville gazette. [volume],https://chroniclingamerica.loc.gov/lccn/sn84020151.json,706,1881-06-18,1894-12-29,Alabama--Madison--Huntsville,,,,,,,,,
Alabama,sn83025483,The Huntsville star. [volume],https://chroniclingamerica.loc.gov/lccn/sn83025483.json,1,1900-01-26,1900-01-26,Alabama--Madison--Huntsville,,,,,,,,,
Alabama,sn83045160,Memphis daily appeal. [volume],https://chroniclingamerica.loc.gov/lccn/sn83045160.json,8088,1857-01-01,1886-01-27,Alabama--Dallas--Selma,Alabama--Montgomery--Montgomery,Georgia--Bibb--Macon,Georgia--Fulton--Atlanta,Georgia--Spalding--Griffin,Mississippi--De Soto--Hernando,Mississippi--Grenada--Grenada,Mississippi--Hinds--Jackson,Mississippi--Warren--Vicksburg,Tennessee--Shelby--Memphis
Alabama,sn84020557,Mobile daily commercial register and patriot. [volume],https://chroniclingamerica.loc.gov/lccn/sn84020557.json,70,1841-05-15,1841-11-26,Alabama--Mobile--Mobile,,,,,,,,,
Alabama,sn84020566,Mobile register and journal. [volume],https://chroniclingamerica.loc.gov/lccn/sn84020566.json,269,1841-12-02,1846-12-31,Alabama--Mobile--Mobile,,,,,,,,,
Alabama,sn84020645,The Montgomery advertiser. [volume],https://chroniclingamerica.loc.gov/lccn/sn84020645.json,3166,1901-05-01,1909-12-31,Alabama--Montgomery--Montgomery,,,,,,,,,
Alabama,sn83025485,The Montgomery enterprise. [volume],https://chroniclingamerica.loc.gov/lccn/sn83025485.json,1,1900-01-26,1900-01-26,Alabama--Montgomery--Montgomery,,,,,,,,,
Alabama,sn85044791,The Petal paper. [volume],https://chroniclingamerica.loc.gov/lccn/sn85044791.json,260,1956-08-30,1963-12-05,Alabama--Baldwin--Fairhope,Mississippi--Forrest--Hattiesburg,Mississippi--Forrest--Petal,,,,,,,
Alabama,sn87065610,The progressive farmer and southern farm gazette.,https://chroniclingamerica.loc.gov/lccn/sn87065610.json,144,1910-01-08,1913-03-29,Alabama--Jefferson--Birmingham,Mississippi--Oktibbeha--Starkville,Tennessee--Shelby--Memphis,,,,,,,
Alabama,sn88080923,Das PW-Echo.,https://chroniclingamerica.loc.gov/lccn/sn88080923.json,14,1945-06-01,1946-02-01,Alabama--Pike--Camp Rucker,Alabama--Pike--Fort Rucker,,,,,,,,
Alabama,sn87080667,Der Querschnitt.,https://chroniclingamerica.loc.gov/lccn/sn87080667.json,4,1945-04-01,1945-09-01,Alabama--Camp Opelika,,,,,,,,,
Alabama,sn86050185,The State guard. [volume],https://chroniclingamerica.loc.gov/lccn/sn86050185.json,42,1847-05-11,1848-10-24,Alabama--Elmore--Wetumpka,,,,,,,,,
Alabama,sn82014375,State journal & flag. [volume],https://chroniclingamerica.loc.gov/lccn/sn82014375.json,15,1846-03-20,1846-12-25,Alabama--Tuscaloosa--Tuscaloosa,,,,,,,,,
Alabama,sn83025484,Wide-awake. [volume],https://chroniclingamerica.loc.gov/lccn/sn83025484.json,1,1900-01-24,1900-01-24,Alabama--Jefferson--Birmingham,,,,,,,,,
Alaska,2021218673,"The ""J"" bird. [volume]",https://chroniclingamerica.loc.gov/lccn/2021218673.json,88,1932-12-17,1936-05-16,Alaska--Juneau,,,,,,,,,
Alaska,sn97060075,The Adak daily sun.,https://chroniclingamerica.loc.gov/lccn/sn97060075.json,1,1953-01-23,1953-01-23,Alaska--Adak,,,,,,,,,
Alaska,sn96060044,The Adak sun.,https://chroniclingamerica.loc.gov/lccn/sn96060044.json,194,1956-02-13,1963-05-20,Alaska--Adak,,,,,,,,,
Alaska,sn96060002,The Alaska citizen.,https://chroniclingamerica.loc.gov/lccn/sn96060002.json,390,1910-04-09,1917-10-01,Alaska--Fairbanks,,,,,,,,,
Alaska,sn84020657,The Alaska daily empire. [volume],https://chroniclingamerica.loc.gov/lccn/sn84020657.json,4340,1912-11-02,1926-12-07,Alaska--Juneau,,,,,,,,,
Alaska,sn93049282,The Alaska fisherman. [volume],https://chroniclingamerica.loc.gov/lccn/sn93049282.json,97,1923-05-15,1932-09-15,Alaska--Juneau,Alaska--Ketchikan,Alaska--Petersburg,,,,,,,
Alaska,sn90065065,Alaska forum. [volume],https://chroniclingamerica.loc.gov/lccn/sn90065065.json,153,1900-09-27,1906-08-04,Alaska--Rampart,,,,,,,,,
Alaska,sn93049270,The Alaska Juneau-Douglas Island news. [volume],https://chroniclingamerica.loc.gov/lccn/sn93049270.json,10,1918-09-01,1919-01-15,Alaska--Douglas,Alaska--Juneau,Alaska--Treadwell,,,,,,,
Alaska,sn84021905,The Alaska prospector. [volume],https://chroniclingamerica.loc.gov/lccn/sn84021905.json,389,1902-02-13,1908-08-13,Alaska--Valdez,,,,,,,,,
Alaska,sn93059165,Alaska sentinel.,https://chroniclingamerica.loc.gov/lccn/sn93059165.json,196,1902-11-20,1909-02-11,Alaska--Wrangell,,,,,,,,,
Alaska,sn96060006,The Alaska socialist.,https://chroniclingamerica.loc.gov/lccn/sn96060006.json,30,1913-09-29,1915-02-24,Alaska--Fairbanks,,,,,,,,,
Alaska,sn93049252,The Alaska sourdough. [volume],https://chroniclingamerica.loc.gov/lccn/sn93049252.json,17,1911-09-01,1911-12-26,Alaska--Douglas,,,,,,,,,
Alaska,sn94050088,The Alaskan.,https://chroniclingamerica.loc.gov/lccn/sn94050088.json,320,1926-07-16,1932-09-30,Alaska--Petersburg,,,,,,,,,
Alaska,2019271005,Anchorage daily times and Cook Inlet pioneer. [volume],https://chroniclingamerica.loc.gov/lccn/2019271005.json,308,1916-05-24,1917-05-28,Alaska--Anchorage,,,,,,,,,
Alaska,2019271426,Anchorage weekly times and Alaska labor news. [volume],https://chroniclingamerica.loc.gov/lccn/2019271426.json,38,1917-07-14,1918-08-15,Alaska--Anchorage,,,,,,,,,
Alaska,2019271006,Anchorage weekly times and Cook Inlet pioneer. [volume],https://chroniclingamerica.loc.gov/lccn/2019271006.json,14,1916-06-17,1916-09-16,Alaska--Anchorage,,,,,,,,,
Alaska,sn95060040,The avalanch.,https://chroniclingamerica.loc.gov/lccn/sn95060040.json,11,1916-08-05,1916-10-28,Alaska--McCarthy,,,,,,,,,
Alaska,sn94050022,Baranof banner. [volume],https://chroniclingamerica.loc.gov/lccn/sn94050022.json,12,1958-04-10,1958-10-02,Alaska--Sitka,,,,,,,,,
Alaska,sn97060060,The beacon Dillingham news.,https://chroniclingamerica.loc.gov/lccn/sn97060060.json,3,1950-04-13,1950-10-28,Alaska--Dillingham,,,,,,,,,
Alaska,sn97060061,The beacon of Dillingham.,https://chroniclingamerica.loc.gov/lccn/sn97060061.json,54,1952-03-12,1955-07-20,Alaska--Dillingham,,,,,,,,,
Alaska,sn94050073,The Chilkat post. [volume],https://chroniclingamerica.loc.gov/lccn/sn94050073.json,44,1922-02-24,1922-12-22,Alaska--Haines,Alaska--Port Chilkoot,,,,,,,,
Alaska,sn94050074,The Chilkoot post. [volume],https://chroniclingamerica.loc.gov/lccn/sn94050074.json,148,1923-01-05,1926-06-25,Alaska--Haines,Alaska--Port Chilkoot,,,,,,,,
Alaska,sn95060001,The Chitina leader. [volume],https://chroniclingamerica.loc.gov/lccn/sn95060001.json,264,1910-09-24,1915-12-21,Alaska--Chitina,,,,,,,,,
Alaska,2019271003,Cook Inlet pioneer and Knik news. [volume],https://chroniclingamerica.loc.gov/lccn/2019271003.json,45,1915-06-05,1916-06-03,Alaska--Anchorage,,,,,,,,,
Alaska,2019271004,Cook Inlet pioneer. [volume],https://chroniclingamerica.loc.gov/lccn/2019271004.json,28,1915-10-23,1916-05-23,Alaska--Anchorage,,,,,,,,,
Alaska,sn95060041,The Copper bee.,https://chroniclingamerica.loc.gov/lccn/sn95060041.json,4,1916-02-19,1916-03-11,Alaska--McCarthy,,,,,,,,,
Alaska,sn95060028,Copper River current.,https://chroniclingamerica.loc.gov/lccn/sn95060028.json,39,1962-06-21,1963-12-19,Alaska--Glennallen,,,,,,,,,
Alaska,sn86072239,The Cordova daily times. [volume],https://chroniclingamerica.loc.gov/lccn/sn86072239.json,2408,1914-12-02,1923-04-14,Alaska--Cordova,,,,,,,,,
Alaska,sn96060003,The daily Alaska citizen.,https://chroniclingamerica.loc.gov/lccn/sn96060003.json,168,1918-04-30,1920-01-30,Alaska--Fairbanks,,,,,,,,,
Alaska,sn83045499,The Daily Alaska empire. [volume],https://chroniclingamerica.loc.gov/lccn/sn83045499.json,7746,1926-12-08,1951-12-29,Alaska--Juneau--Juneau,,,,,,,,,
Alaska,2017218619,The daily Alaskan. [volume],https://chroniclingamerica.loc.gov/lccn/2017218619.json,12,1898-07-02,1899-02-03,Alaska--Skagway,,,,,,,,,
Alaska,sn82014189,The daily Alaskan. [volume],https://chroniclingamerica.loc.gov/lccn/sn82014189.json,4989,1904-03-01,1922-12-30,Alaska--Skagway,,,,,,,,,
Alaska,2017218597,Daily gateway. [volume],https://chroniclingamerica.loc.gov/lccn/2017218597.json,76,1905-08-07,1905-11-22,Alaska--Seward,,,,,,,,,
Alaska,sn87062035,The daily morning Alaskan.,https://chroniclingamerica.loc.gov/lccn/sn87062035.json,1133,1899-02-21,1904-02-28,Alaska--Skagway,,,,,,,,,
Alaska,sn96094905,The daily Nome industrial worker. [volume],https://chroniclingamerica.loc.gov/lccn/sn96094905.json,749,1913-08-15,1918-04-30,Alaska--Nome,,,,,,,,,
Alaska,sn94050061,The daily progressive-miner. [volume],https://chroniclingamerica.loc.gov/lccn/sn94050061.json,1078,1915-09-23,1919-04-30,Alaska--Ketchikan,,,,,,,,,
Alaska,sn98060265,Daily prospector bulletin.,https://chroniclingamerica.loc.gov/lccn/sn98060265.json,2,1907-11-14,1907-11-14,Alaska--Valdez,,,,,,,,,
Alaska,sn94050016,Daily Sitka sentinel and the arrowhead press. [volume],https://chroniclingamerica.loc.gov/lccn/sn94050016.json,90,1955-08-23,1955-12-30,Alaska--Sitka,,,,,,,,,
Alaska,sn84021930,Douglas Island news. [volume],https://chroniclingamerica.loc.gov/lccn/sn84021930.json,1173,1898-11-23,1921-07-01,Alaska--Douglas,,,,,,,,,
Alaska,sn94050001,The Douglas miner. [volume],https://chroniclingamerica.loc.gov/lccn/sn94050001.json,9,1896-08-26,1897-02-03,Alaska--Douglas,,,,,,,,,
Alaska,sn97060036,Eagle City tribune.,https://chroniclingamerica.loc.gov/lccn/sn97060036.json,1,1898-10-08,1898-10-08,Alaska--Eagle,Alaska--Eagle City,,,,,,,,
Alaska,sn96060045,The Eskimo bulletin. [volume],https://chroniclingamerica.loc.gov/lccn/sn96060045.json,5,1893-05-01,1902-05-01,Alaska--Cape Prince of Wales,Alaska--Wales,,,,,,,,
Alaska,sn96060018,The Fairbanks herald.,https://chroniclingamerica.loc.gov/lccn/sn96060018.json,5,1915-07-04,1915-08-08,Alaska--Fairbanks,,,,,,,,,
Alaska,2020271951,Federal Emergency Relief Administration bulletin. [volume],https://chroniclingamerica.loc.gov/lccn/2020271951.json,24,1934-09-22,1934-10-18,Alaska--Nome--Nome,,,,,,,,,
Alaska,sn94050072,The Fort Seward news. [volume],https://chroniclingamerica.loc.gov/lccn/sn94050072.json,10,1921-12-16,1922-02-17,Alaska--Haines,Alaska--Port Chilkoot,,,,,,,,
Alaska,sn93049269,Fort Wrangel news. [volume],https://chroniclingamerica.loc.gov/lccn/sn93049269.json,21,1898-06-08,1898-10-26,Alaska--Fort Wrangel,Alaska--Wrangell,,,,,,,,
Alaska,sn96060026,The free press.,https://chroniclingamerica.loc.gov/lccn/sn96060026.json,4,1914-03-28,1914-04-23,Alaska--Fairbanks,,,,,,,,,
Alaska,sn84006943,The frontiersman. [volume],https://chroniclingamerica.loc.gov/lccn/sn84006943.json,441,1952-05-15,1963-12-26,Alaska--Palmer,Alaska--Wasilla,,,,,,,,
Alaska,sn95060104,The frontiersman. [volume],https://chroniclingamerica.loc.gov/lccn/sn95060104.json,94,1946-11-20,1947-10-08,Alaska--Seldovia,,,,,,,,,
Alaska,sn95060002,Ghost town gazette. [volume],https://chroniclingamerica.loc.gov/lccn/sn95060002.json,37,1956-07-16,1959-10-01,Alaska--Chitina,,,,,,,,,
Alaska,sn93049265,The Gleam. [volume],https://chroniclingamerica.loc.gov/lccn/sn93049265.json,8,1916-10-08,1916-12-17,Alaska--Juneau,,,,,,,,,
Alaska,sn97060092,The Homer homesteader.,https://chroniclingamerica.loc.gov/lccn/sn97060092.json,97,1946-07-22,1949-12-26,Alaska--Homer,,,,,,,,,
Alaska,sn97060094,Homer news.,https://chroniclingamerica.loc.gov/lccn/sn97060094.json,63,1950-05-20,1955-08-11,Alaska--Homer,,,,,,,,,
Alaska,sn95060039,Hot Springs post.,https://chroniclingamerica.loc.gov/lccn/sn95060039.json,33,1908-10-01,1909-05-15,Alaska--Hot Springs,Alaska--Manley Hot Springs,,,,,,,,
Alaska,sn94050045,Hyder Alaska miner. [volume],https://chroniclingamerica.loc.gov/lccn/sn94050045.json,170,1919-10-24,1923-03-28,Alaska--Hyder,,,,,,,,,
Alaska,sn94050047,Hyder weekly herald. [volume],https://chroniclingamerica.loc.gov/lccn/sn94050047.json,536,1924-09-08,1934-12-29,Alaska--Hyder,,,,,,,,,
Alaska,sn94050046,Hyder weekly miner. [volume],https://chroniclingamerica.loc.gov/lccn/sn94050046.json,20,1923-10-27,1924-04-07,Alaska--Hyder,,,,,,,,,
Alaska,sn95060032,Iditarod pioneer.,https://chroniclingamerica.loc.gov/lccn/sn95060032.json,427,1910-07-10,1919-11-22,Alaska--Iditarod,,,,,,,,,
Alaska,sn84024018,Jessen's weekly. [volume],https://chroniclingamerica.loc.gov/lccn/sn84024018.json,34,1956-07-05,1962-06-20,Alaska--Fairbanks,,,,,,,,,
Alaska,sn97060085,The Kenai Peninsula cheechako news.,https://chroniclingamerica.loc.gov/lccn/sn97060085.json,68,1961-02-17,1963-06-14,Alaska--Kenai,Alaska--Soldotna,,,,,,,,
Alaska,sn97060093,The Kenai Peninsula pioneer.,https://chroniclingamerica.loc.gov/lccn/sn97060093.json,10,1955-08-19,1956-02-27,Alaska--Homer,,,,,,,,,
Alaska,sn97060012,The Kennecott star.,https://chroniclingamerica.loc.gov/lccn/sn97060012.json,6,1937-11-29,1938-05-19,Alaska--Kennicott,,,,,,,,,
Alaska,sn94050056,The Ketchikan miner. [volume],https://chroniclingamerica.loc.gov/lccn/sn94050056.json,324,1907-03-16,1915-09-16,Alaska--Ketchikan,,,,,,,,,
Alaska,sn94050055,The Ketchikan mining news. [volume],https://chroniclingamerica.loc.gov/lccn/sn94050055.json,7,1907-01-18,1907-03-08,Alaska--Ketchikan,,,,,,,,,
Alaska,2019271002,The Knik news. [volume],https://chroniclingamerica.loc.gov/lccn/2019271002.json,5,1915-01-09,1915-05-01,Alaska--Knik,,,,,,,,,
Alaska,sn83045298,Kodiak mirror. [volume],https://chroniclingamerica.loc.gov/lccn/sn83045298.json,1035,1940-06-15,1963-12-20,Alaska--Kodiak,,,,,,,,,
Alaska,sn95063172,The Kusko times. [volume],https://chroniclingamerica.loc.gov/lccn/sn95063172.json,718,1921-01-19,1937-12-10,Alaska--McGrath,Alaska--Takotna,Alaska--Tokotna,,,,,,,
Alaska,sn97060034,Matanuska Valley pioneer.,https://chroniclingamerica.loc.gov/lccn/sn97060034.json,54,1935-08-22,1936-12-19,Alaska--Palmer,,,,,,,,,
Alaska,sn82015295,The McCarthy weekly news. [volume],https://chroniclingamerica.loc.gov/lccn/sn82015295.json,493,1917-11-03,1927-04-30,Alaska--McCarthy,,,,,,,,,
Alaska,sn95060014,The midnight sun. [volume],https://chroniclingamerica.loc.gov/lccn/sn95060014.json,3,1905-06-01,1905-12-01,Alaska--Cape Prince of Wales,Alaska--Wales,,,,,,,,
Alaska,2018270505,Mining-dredging edition Nome daily nugget. [volume],https://chroniclingamerica.loc.gov/lccn/2018270505.json,7,1910-10-01,1916-10-01,Alaska--Nome--Nome,,,,,,,,,
Alaska,sn95060010,Moose Pass miner. [volume],https://chroniclingamerica.loc.gov/lccn/sn95060010.json,60,1939-01-14,1942-03-10,Alaska--Moose Pass,,,,,,,,,
Alaska,sn94050030,The morning Alaskan. [volume],https://chroniclingamerica.loc.gov/lccn/sn94050030.json,1,1898-02-01,1898-02-01,Alaska--Skagway,,,,,,,,,
Alaska,sn96060051,The Nenana daily news.,https://chroniclingamerica.loc.gov/lccn/sn96060051.json,810,1918-04-01,1921-04-02,Alaska--Nenana,,,,,,,,,
Alaska,sn96060049,The Nenana news.,https://chroniclingamerica.loc.gov/lccn/sn96060049.json,78,1916-09-23,1918-03-30,Alaska--Nenana,,,,,,,,,
Alaska,sn96060052,The Nenana news.,https://chroniclingamerica.loc.gov/lccn/sn96060052.json,363,1921-04-05,1923-08-02,Alaska--Nenana,,,,,,,,,
Alaska,sn97060029,The new native.,https://chroniclingamerica.loc.gov/lccn/sn97060029.json,17,1919-01-16,1920-03-12,Alaska--Hydaburg,,,,,,,,,
Alaska,sn94050110,The news letter. [volume],https://chroniclingamerica.loc.gov/lccn/sn94050110.json,99,1907-10-01,1922-03-01,Alaska--Kodiak,,,,,,,,,
Alaska,sn84025758,The Nome daily gold digger. [volume],https://chroniclingamerica.loc.gov/lccn/sn84025758.json,14,1906-06-28,1909-07-19,Alaska--Nome--Nome,,,,,,,,,
Alaska,sn87062011,The Nome daily nugget.,https://chroniclingamerica.loc.gov/lccn/sn87062011.json,2865,1906-06-05,1918-04-30,Alaska--Nome--Nome,,,,,,,,,
Alaska,sn87062014,The Nome daily nugget. [volume],https://chroniclingamerica.loc.gov/lccn/sn87062014.json,962,1934-11-08,1938-01-03,Alaska--Nome--Nome,,,,,,,,,
Alaska,sn82015756,Nome gold digger. [volume],https://chroniclingamerica.loc.gov/lccn/sn82015756.json,2,1903-03-25,1905-09-23,Alaska--Nome--Nome,,,,,,,,,
Alaska,sn94051405,Nome industrial worker. [volume],https://chroniclingamerica.loc.gov/lccn/sn94051405.json,14,1908-02-14,1910-10-04,Alaska--Nome,,,,,,,,,
Alaska,2018270506,The Nome nugget mining edition. [volume],https://chroniclingamerica.loc.gov/lccn/2018270506.json,2,1906-06-11,1908-06-01,Alaska--Nome--Nome,,,,,,,,,
Alaska,sn84020662,The Nome nugget. [volume],https://chroniclingamerica.loc.gov/lccn/sn84020662.json,3877,1938-01-05,1963-12-31,Alaska--Nome--Nome,,,,,,,,,
Alaska,2020271952,The Nome nugget. [volume],https://chroniclingamerica.loc.gov/lccn/2020271952.json,16,1934-10-19,1934-11-06,Alaska--Nome--Nome,,,,,,,,,
Alaska,sn87062010,The Nome nugget.,https://chroniclingamerica.loc.gov/lccn/sn87062010.json,308,1900-01-01,1904-06-25,Alaska--Nome--Nome,,,,,,,,,
Alaska,sn87062013,The Nome nugget.,https://chroniclingamerica.loc.gov/lccn/sn87062013.json,848,1919-11-15,1934-09-15,Alaska--Nome--Nome,,,,,,,,,
Alaska,2018270501,The Nome semi-weekly nugget. [volume],https://chroniclingamerica.loc.gov/lccn/2018270501.json,143,1904-06-29,1905-10-28,Alaska--Nome--Nome,,,,,,,,,
Alaska,2018270502,The Nome tri-weekly nugget. [volume],https://chroniclingamerica.loc.gov/lccn/2018270502.json,100,1905-10-31,1907-02-05,Alaska--Nome--Nome,,,,,,,,,
Alaska,sn87062012,Nome tri-weekly nugget.,https://chroniclingamerica.loc.gov/lccn/sn87062012.json,216,1918-05-01,1919-10-29,Alaska--Nome--Nome,,,,,,,,,
Alaska,sn96094910,Nome weekly Nugget.,https://chroniclingamerica.loc.gov/lccn/sn96094910.json,3,1909-06-19,1913-08-16,Alaska--Nome--Nome,,,,,,,,,
Alaska,sn96060047,Northern light.,https://chroniclingamerica.loc.gov/lccn/sn96060047.json,36,1913-08-01,1917-05-01,Alaska--Saint Michael,Alaska--Unalakleet,,,,,,,,
Alaska,sn94050115,The orphanage news letter. [volume],https://chroniclingamerica.loc.gov/lccn/sn94050115.json,17,1900-03-01,1907-06-01,Alaska--Kodiak,,,,,,,,,
Alaska,2017218598,Seward daily gateway. [volume],https://chroniclingamerica.loc.gov/lccn/2017218598.json,331,1905-11-23,1914-07-21,Alaska--Seward,,,,,,,,,
Alaska,sn87062169,Seward daily gateway. [volume],https://chroniclingamerica.loc.gov/lccn/sn87062169.json,3239,1923-02-10,1933-09-16,Alaska--Seward--Seward,,,,,,,,,
Alaska,sn87062015,The Seward gateway and the Alaska evening post. [volume],https://chroniclingamerica.loc.gov/lccn/sn87062015.json,290,1917-02-01,1918-01-17,Alaska--Seward--Seward,,,,,,,,,
Alaska,sn87062016,"The Seward gateway daily edition, and the Alaska weekly post.",https://chroniclingamerica.loc.gov/lccn/sn87062016.json,831,1918-01-18,1920-11-27,Alaska--Seward--Seward,,,,,,,,,
Alaska,sn84025749,Seward gateway. [volume],https://chroniclingamerica.loc.gov/lccn/sn84025749.json,19,1904-08-19,1905-11-18,Alaska--Seward,,,,,,,,,
Alaska,sn2008058232,The Seward gateway.,https://chroniclingamerica.loc.gov/lccn/sn2008058232.json,763,1914-07-22,1917-01-31,Alaska--Seward--Seward,,,,,,,,,
Alaska,sn87062170,Seward gateway.,https://chroniclingamerica.loc.gov/lccn/sn87062170.json,19,1933-09-19,1933-10-31,Alaska--Seward,,,,,,,,,
Alaska,sn87062168,The Seward gateway.,https://chroniclingamerica.loc.gov/lccn/sn87062168.json,427,1920-11-29,1923-02-09,Alaska--Seward--Seward,,,,,,,,,
Alaska,sn98059777,The Seward polaris & Kenai Peninsula-Aleutian chain news.,https://chroniclingamerica.loc.gov/lccn/sn98059777.json,76,1948-01-03,1948-09-22,Alaska--Seward,,,,,,,,,
Alaska,sn98059778,Seward seaport record.,https://chroniclingamerica.loc.gov/lccn/sn98059778.json,483,1948-09-25,1955-01-28,Alaska--Seward,,,,,,,,,
Alaska,sn98059811,Seward weekly gateway.,https://chroniclingamerica.loc.gov/lccn/sn98059811.json,134,1905-11-25,1908-06-27,Alaska--Seward,,,,,,,,,
Alaska,sn96060035,The Socialist press.,https://chroniclingamerica.loc.gov/lccn/sn96060035.json,38,1914-06-20,1915-09-18,Alaska--Fairbanks,,,,,,,,,
Alaska,sn94050095,Stikeen River journal.,https://chroniclingamerica.loc.gov/lccn/sn94050095.json,93,1898-01-22,1899-11-11,Alaska--Fort Wrangel,Alaska--Wrangell,,,,,,,,
Alaska,sn93049267,The Stroller's weekly and Douglas Island news. [volume],https://chroniclingamerica.loc.gov/lccn/sn93049267.json,78,1921-07-09,1922-12-30,Alaska--Douglas,Alaska--Juneau,,,,,,,,
Alaska,sn95060087,Sunny Knik news.,https://chroniclingamerica.loc.gov/lccn/sn95060087.json,1,1917-08-01,1917-08-01,Alaska--Knik,Alaska--Wasilla,,,,,,,,
Alaska,sn95060049,Tanana leader. [volume],https://chroniclingamerica.loc.gov/lccn/sn95060049.json,58,1909-07-01,1910-08-25,Alaska--Tanana,,,,,,,,,
Alaska,sn96060040,Tanana Valley socialist.,https://chroniclingamerica.loc.gov/lccn/sn96060040.json,1,1912-10-15,1912-10-15,Alaska--Fairbanks,,,,,,,,,
Alaska,sn94050023,The Thlinget. [volume],https://chroniclingamerica.loc.gov/lccn/sn94050023.json,47,1908-08-01,1912-06-01,Alaska--Sitka,,,,,,,,,
Alaska,2021218512,Tri-weekly Nome industrial worker. [volume],https://chroniclingamerica.loc.gov/lccn/2021218512.json,70,1918-05-02,1918-11-02,Alaska--Nome,,,,,,,,,
Alaska,sn84020664,Tundra times. [volume],https://chroniclingamerica.loc.gov/lccn/sn84020664.json,30,1962-10-01,1963-12-23,Alaska--Anchorage--Anchorage,Alaska--Fairbanks,,,,,,,,
Alaska,sn98060264,Valdez daily prospector.,https://chroniclingamerica.loc.gov/lccn/sn98060264.json,1732,1908-07-18,1918-05-07,Alaska--Valdez,,,,,,,,,
Alaska,sn98060261,Valdez news.,https://chroniclingamerica.loc.gov/lccn/sn98060261.json,43,1950-03-10,1951-01-19,Alaska--Valdez,,,,,,,,,
Alaska,sn84021940,Valdez weekly prospector. [volume],https://chroniclingamerica.loc.gov/lccn/sn84021940.json,26,1908-08-20,1909-02-25,Alaska--Valdez,,,,,,,,,
Alaska,sn84020665,Valley frontiersman. [volume],https://chroniclingamerica.loc.gov/lccn/sn84020665.json,269,1947-09-20,1952-05-08,Alaska--Palmer,,,,,,,,,
Alaska,sn98060266,The Valley settler.,https://chroniclingamerica.loc.gov/lccn/sn98060266.json,730,1937-12-09,1952-02-22,Alaska--Palmer,,,,,,,,,
Alaska,sn95060088,Wasilla news.,https://chroniclingamerica.loc.gov/lccn/sn95060088.json,10,1917-10-01,1921-11-01,Alaska--Knik,Alaska--Wasilla,,,,,,,,
Alaska,sn96060004,The weekly Alaska citizen.,https://chroniclingamerica.loc.gov/lccn/sn96060004.json,116,1917-10-08,1920-01-26,Alaska--Fairbanks,,,,,,,,,
Alaska,sn87073016,Weekly herald.,https://chroniclingamerica.loc.gov/lccn/sn87073016.json,106,1931-01-18,1933-01-22,Alaska--Chitina,,,,,,,,,
Alaska,sn97060089,Weekly Nome industrial worker.,https://chroniclingamerica.loc.gov/lccn/sn97060089.json,33,1918-11-16,1919-06-28,Alaska--Nome,,,,,,,,,
Alaska,sn94050093,The Wrangell sentinel.,https://chroniclingamerica.loc.gov/lccn/sn94050093.json,2484,1909-06-03,1956-12-28,Alaska--Wrangell,,,,,,,,,
Alaska,sn95060050,Yukon Valley news. [volume],https://chroniclingamerica.loc.gov/lccn/sn95060050.json,22,1910-09-22,1913-01-11,Alaska--Tanana,,,,,,,,,
Alaska,sn95060048,Yukon Valley news. [volume],https://chroniclingamerica.loc.gov/lccn/sn95060048.json,2,1909-07-06,1909-07-13,Alaska--Tanana,,,,,,,,,
Alaska,sn95060047,Yukon Valley news. [volume],https://chroniclingamerica.loc.gov/lccn/sn95060047.json,151,1904-08-03,1907-08-07,Alaska--Rampart,,,,,,,,,
